short_name,long_name,Community District,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 07 - Flushing/Whitestone,9.64388027264645,8.97708189271955,9.13349138924561,8.0592051104745,7.62469982292585,7.47107384558164,7.79449695577997,8.46559990944153,7.95620851087915,7.52767288986635,7.47511663445912,6.87274109171471
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 08 - Hillcrest/Fresh Meadows,13.656766306943,11.6785134452979,11.3101491193364,9.67297433728529,9.07965878483459,8.86788831754981,8.87450614465246,8.82818135493392,7.51123376150675,7.71638640168887,7.90168556056304,7.36564156524847
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 09 - Kew Gardens/Woodhaven,12.1320829331676,11.5530196034122,11.6942545618892,10.8892152985707,10.4802640300871,10.1732523008436,10.6895902091169,11.4082767571188,10.3895560191743,9.69877962837626,8.01021511753665,6.25885275298813
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 10 - South Ozone Park/Howard Beach,12.351305058378,11.7305969797445,11.4320285368575,10.3477536653205,11.0787934246217,11.536324716494,12.4350468969574,12.8762377855485,12.1245792346155,12.3288342756299,10.1637308408772,9.74705055720775
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 11 - Bayside/Little Neck,9.47561939452252,7.56846843751074,8.47049929555685,7.51692381705096,7.18880710463708,6.54464876192767,7.0599754360952,7.274694883665,7.274694883665,6.74219065369189,6.96549887916448,6.08085475517689
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 12 - Jamaica/Hollis,15.719895170884,15.9748123898713,15.9077289111904,14.3648089015304,14.6866797391986,15.8729456132508,16.3155821334195,15.3373554238466,14.6335633567783,13.8014066988611,12.5354662511785,11.6147822892276
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 13 - Queens Village,10.6121741965723,10.4440504575004,9.93458458152473,9.19585906136007,9.67692332165033,10.6366620182085,10.3132141701972,9.95264935602064,9.05653974431713,10.1064196444195,8.9027694559183,8.45736586193549
crime_all_rt,"Serious crime rate (per 1,000 residents)",QN 14 - Rockaway/Broad Channel,8.10790544213861,8.51095738897325,9.19520836848321,8.66093020640009,7.7667031953939,9.33222007688427,12.5502269999478,11.1412618066065,11.7152846631529,12.028388039451,11.871836351302,10.4715684739689
crime_all_rt,"Serious crime rate (per 1,000 residents)",SI 01 - St. George/Stapleton,10.0117459673204,10.0178956884305,9.79035600735507,8.72645425529952,8.36955779603541,8.97835635767769,10.3154373108173,10.4690593777737,9.61560345023783,10.2414711304308,9.35956667197706,8.72231957941692
crime_all_rt,"Serious crime rate (per 1,000 residents)",SI 02 - South Beach/Willowbrook,6.73639146618819,7.64139732905226,7.38169999449127,6.27208411045793,5.56047968606774,5.3483632947736,6.40136966584093,6.35591615342076,6.2877358847905,6.26500912858041,6.35591615342076,4.89382817057188
crime_all_rt,"Serious crime rate (per 1,000 residents)",SI 03 - Tottenville/Great Kills,4.54521673162948,4.57137625238706,4.78719229863709,3.94354775420514,3.80752641861568,4.16331167412567,3.95733073672515,3.80128457202779,3.70765687320937,3.62027102097885,3.04602113489255,2.84004019749203
crime_all_rt,"Serious crime rate (per 1,000 residents)",MN 01 - Financial District,41.2260313771063,39.889599070308,36.1417780360256,33.2074375363161,16.6617468595231,16.9569352881367,16.0549706451507,15.8581783594083,15.3497982879071,17.6457082882351,17.1373282167339,16.7765423595395
crime_all_rt,"Serious crime rate (per 1,000 residents)",MN 02 - Greenwich Village/Soho,34.2894575757901,32.1631460818952,30.3375251022885,29.0058956818694,27.8394952008532,27.0729648062567,28.1061144685389,28.4504976892997,25.4843583362958,27.0396373977959,24.0068432278706,23.8179879132599
