short_name,long_name,Community District,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 01 - Financial District,4.96804183614178,4.96804183614178,4.85183033120279,5.2295177222545,2.37790678605399,3.13227721473318,2.47630292892519,2.13191642887599,2.19751385745679,2.59109842894159,2.14831578602119,2.82068942897438
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 02 - Greenwich Village/Soho,5.26208400004296,5.36947346943159,4.66070297146662,4.16671141227891,3.93263419836474,4.21036260220405,4.42143618912193,4.19925346605048,3.29941343761109,3.73266974760043,3.54381443298969,3.83265197298258
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 03 - Lower East Side/Chinatown,4.53751969198392,4.8963851904116,4.72607614031033,4.56793202235915,4.24432100050834,4.12795433527074,4.44030696301377,4.09120696730097,3.6992350422901,3.6992350422901,4.46480520832695,4.18919994855368
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 04 - Clinton/Chelsea,8.13909624024052,7.49894260336767,7.63611838269756,6.44726162850513,5.32713448593152,5.15279190275558,5.20122039808223,5.27870599060487,5.22059179621289,5.5789626616301,5.4821056709768,5.82110513826335
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 05 - Midtown,16.9210502407559,15.6037067320796,14.3772144998637,11.4926864722449,9.57947090356666,9.54076597062296,9.15371664118592,8.88278211057999,9.09565924177036,11.0889632883711,10.3922744953844,9.13436417471407
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 06 - Stuyvesant Town/Turtle Bay,2.181385510312,2.17404077795405,2.17404077795405,1.92431987778365,1.77939682650881,1.66030333812042,1.79340782514274,1.42912186066062,1.65329783880346,1.9755508073838,1.75838032855792,1.82843532172756
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 07 - Upper West Side,2.85027852806224,2.59510156524586,2.72509737649194,2.22918742988652,2.08050352968185,2.09006906315165,2.15702779744026,2.13311396376576,1.62135792313137,1.7791892253831,1.86049625987641,1.90354116049052
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 08 - Upper East Side,1.67693250346674,1.56175856778908,1.25309242017295,1.03195846367184,1.11858857766461,1.21407784648963,1.17315387413605,0.954892688250273,0.932157148053838,1.06857038923245,1.06402328119316,1.17770098217534
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 09 - Morningside Heights/Hamilton,7.88550356235008,7.53642905731982,6.69506999391357,6.11327915219648,6.51584038913543,6.36156561669072,6.49769041590664,6.05301607180129,5.20904231666258,5.01846759776029,5.15459239697621,4.37414354813827
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 10 - Central Harlem,11.6983633494851,10.0645137196687,9.97115088367924,9.56035440532542,9.00426017299932,8.73637911219032,8.54626997226135,8.60675924405693,8.03643182427002,9.18572798838606,8.8659989803237,8.32159553416348
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 11 - East Harlem,8.48458082433775,8.14485786840831,8.43362238094834,7.2445920351953,7.37691994921625,7.28564197459153,8.33118968392927,8.32289168623611,8.54693762395134,8.98673150168864,8.40587166316768,7.60096588693148
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",MN 12 - Washington Heights/Inwood,4.63980346809715,4.44787778172292,4.39989636012936,4.15519111000221,4.88369645300495,4.9889485317335,4.47847594990001,4.22587096095148,3.91011472476581,4.42058730659931,4.47321334596358,4.16271971371435
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 01 - Mott Haven/Melrose,10.7474531092151,10.3336213926654,11.1612848257647,9.89544663396585,9.44293255516574,9.16969955299081,9.34456867438277,10.3282074822125,9.56315507612271,11.8145950140442,13.6944380690077,13.5523569078768
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 02 - Hunts Point/Longwood,11.5752605501452,13.3905689390056,13.1983598154792,12.4081667520929,12.9579297936684,12.689966696015,12.249741607013,12.3263024920568,10.3548597021782,10.3739999234391,9.74237262182751,7.12016230907629
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 03 - Morrisania/Crotona,10.3975267594132,9.42048006533088,9.11424154927523,8.21010878758713,7.8358115393295,7.77312504701487,8.85133271482661,9.29013816102906,8.95163110253003,8.5253629547905,9.87939118878664,8.32476617938367
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 04 - Highbridge/Concourse,8.08237140216247,7.76710159569513,7.79576248719216,7.52348401797038,7.79836248045288,7.60715919721936,7.97590838631258,8.01688051843404,8.01688051843404,9.26653054813884,8.26954199984977,7.04037803620571
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 05 - Fordham/University Heights,8.08959341609969,7.71550817142456,6.64780653558096,6.28151473350323,6.49765990639626,6.37285491419657,6.68486739469579,7.22308892355694,6.68486739469579,7.81591263650546,7.88611544461778,7.53510140405616
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 06 - Belmont/East Tremont,8.89176619807631,9.2220695486735,9.12958461050629,9.30134235281683,9.00706153624442,8.57472258250468,9.31930633616756,10.1239371667387,10.0518806744488,10.5923043666234,9.17519335158764,8.61075082864966
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 07 - Kingsbridge Heights/Bedford,6.76750747820184,6.6685052789387,6.59778942232217,6.29371123887109,6.66972990824634,6.3179357580805,6.62665307353216,6.59075571127034,6.84921671955545,7.38767715348276,7.65331763422024,6.25332050600922
crime_viol_rt,"Serious crime rate, violent (per 1,000 residents)",BX 08 - Riverdale/Fieldston,3.12833063592942,2.84214265977184,3.00003947420361,2.55595468361426,2.94895361295967,3.17504005661991,2.80150593231168,3.03742222134846,2.63439856091064,2.59507917940451,3.01776253059539,2.4083121172504
